Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Santa Genoveva,-16.6343174,-49.2363063,Pizza Z - Fábrica,-16.633334109304936,-49.23589796568879,Pizza Place
Santa Genoveva,-16.6343174,-49.2363063,Espetinho do Cabelim,-16.635417725187395,-49.23880351114393,Food Truck
Santa Genoveva,-16.6343174,-49.2363063,Restaurante Tempero Mágico,-16.63738056385648,-49.238493293369864,Restaurant
Santa Genoveva,-16.6343174,-49.2363063,Panificadora Vitória,-16.637933617833482,-49.23484538184959,Bakery
Santa Genoveva,-16.6343174,-49.2363063,Parada Caffé,-16.637581,-49.230954,Café
Santa Genoveva II,-16.6203886,-49.2374445,Restaurante Esconderijo do Altissimo,-16.62372967089964,-49.239649449340234,Brazilian Restaurant
Santa Genoveva II,-16.6203886,-49.2374445,Bar Esquina Do Sabor,-16.618964,-49.2427,Soup Place
Serrinha,-16.7220021,-49.2650535,Komiketo Sanduicheria,-16.72255760610864,-49.26675056813067,Sandwich Place
Serrinha,-16.7220021,-49.2650535,Casa Benedita Gourmet e Festa,-16.71973495073876,-49.26280267233971,Restaurant
Serrinha,-16.7220021,-49.2650535,Moriyá Açaíteria,-16.723687557386285,-49.26687728004103,Acai House
Serrinha,-16.7220021,-49.2650535,Biscoitos Pereira,-16.7190496996943,-49.266743860222256,Snack Place
Serrinha,-16.7220021,-49.2650535,Fred Burguer-Grill,-16.720213435281888,-49.266637244672566,Burger Joint
Serrinha,-16.7220021,-49.2650535,Kibarlana,-16.719200052439493,-49.26330128012777,Snack Place
Serrinha,-16.7220021,-49.2650535,Merenda Piadina e Bruschetta,-16.719121195081854,-49.266836643218994,Italian Restaurant
Serrinha,-16.7220021,-49.2650535,San square,-16.721506024931813,-49.26223739874192,Fast Food Restaurant
Serrinha,-16.7220021,-49.2650535,Restaurante Mau Nenhum,-16.71733985819733,-49.26451035063234,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Casa Elza,-16.717650240322296,-49.26678246628691,Snack Place
Serrinha,-16.7220021,-49.2650535,Sabores Food Park,-16.720228787307693,-49.268943390375206,Food Truck
Serrinha,-16.7220021,-49.2650535,UnderDog Street Food,-16.719049268030926,-49.26473379135132,Hot Dog Joint
Serrinha,-16.7220021,-49.2650535,BANKAI Japanese Food,-16.721471956209918,-49.26233385592473,Japanese Restaurant
Serrinha,-16.7220021,-49.2650535,Divina Quitanda,-16.720395050238853,-49.26684649002953,Café
Serrinha,-16.7220021,-49.2650535,Armazém do Pão,-16.719181000718763,-49.25947897296658,Deli / Bodega
Serrinha,-16.7220021,-49.2650535,Obiká Sanduiches Especiais,-16.717625047484685,-49.26275545484632,Burger Joint
Serrinha,-16.7220021,-49.2650535,Petrucio's,-16.721832021287252,-49.263888639483326,Goiano Restaurant
Serrinha,-16.7220021,-49.2650535,Flamingo,-16.717600545845524,-49.266657576968434,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Pamonharia Bueno,-16.716731164948794,-49.266888168209164,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Pizzaria Gênova,-16.723433430772765,-49.26045537523608,Pizza Place
Serrinha,-16.7220021,-49.2650535,Pão & Companhia,-16.717431582565684,-49.26681854060084,Bakery
Serrinha,-16.7220021,-49.2650535,Super Pão,-16.717746525518933,-49.26575242177927,Bakery
Serrinha,-16.7220021,-49.2650535,Restaurante Da Tetê,-16.726440631027454,-49.26103981765551,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Encanto dos Pães,-16.71724480593614,-49.26277682356856,Bakery
Serrinha,-16.7220021,-49.2650535,American Wings,-16.717712225323254,-49.26983275279878,Fried Chicken Joint
Serrinha,-16.7220021,-49.2650535,Dona Padeira,-16.721041065076854,-49.26885464376307,Bakery
Serrinha,-16.7220021,-49.2650535,Costela Brasil,-16.720276,-49.260904,Steakhouse
Serrinha,-16.7220021,-49.2650535,Copacabana Grill,-16.715755396090728,-49.26585489935471,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Mimi Grill,-16.717222155968503,-49.26186898960612,Fast Food Restaurant
Serrinha,-16.7220021,-49.2650535,Degust Grill,-16.718156886579735,-49.26443227421507,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,KenShin Japanesen Food,-16.719426712309367,-49.26690835118351,Sushi Restaurant
Serrinha,-16.7220021,-49.2650535,Zoe Restaurante,-16.719233,-49.264659,Restaurant
Serrinha,-16.7220021,-49.2650535,Varandas Restaurante,-16.7194702244079,-49.269660566320844,Restaurant
Serrinha,-16.7220021,-49.2650535,Pizza Z,-16.72746014667951,-49.26251433240651,Pizza Place
Serrinha,-16.7220021,-49.2650535,Metropizzaria,-16.721484361760055,-49.261581767489275,Pizza Place
Serrinha,-16.7220021,-49.2650535,Tutty Sabory,-16.725910562543945,-49.26134271989067,Bakery
Serrinha,-16.7220021,-49.2650535,Mania do Pedaço Pizza,-16.717582759564284,-49.26711817456729,Pizza Place
Serrinha,-16.7220021,-49.2650535,Pamonharia Oeste,-16.71673479863781,-49.266896784458694,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Xurras Carnes e Cervejas,-16.718005172343297,-49.26000256042021,BBQ Joint
Serrinha,-16.7220021,-49.2650535,Chaguinha Pizzaria,-16.71978109132061,-49.26905797280619,Pizza Place
Serrinha,-16.7220021,-49.2650535,Restaurante Atlântico,-16.71934346320135,-49.26280347303677,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Picanha's Grill Churrascaria,-16.71925751958236,-49.26274802833935,Buffet
Serrinha,-16.7220021,-49.2650535,Marques Grill Restaurante,-16.720072425432807,-49.2618313138662,Restaurant
Serrinha,-16.7220021,-49.2650535,Restaurante Keromais,-16.721494281252177,-49.261257238776416,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Bar e Restaurante Costela Gaúcha,-16.721283,-49.261057,Restaurant
Serrinha,-16.7220021,-49.2650535,República Dell Pizza,-16.720463,-49.26098,Pizza Place
Serrinha,-16.7220021,-49.2650535,SuperPão,-16.71757188528705,-49.265719070208064,Bakery
Serrinha,-16.7220021,-49.2650535,Barraco Cafeteria,-16.719091059108326,-49.261489837477555,Café
Serrinha,-16.7220021,-49.2650535,Dom Marco Quitandas,-16.720159181385984,-49.26063368098289,Breakfast Spot
Serrinha,-16.7220021,-49.2650535,Restaurante Viva Bella,-16.71925756,-49.26095805,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Saccaria Bueno,-16.717435,-49.262795,Restaurant
Serrinha,-16.7220021,-49.2650535,Lanche Na Chapa,-16.71736190262739,-49.26278646870583,Burger Joint
Serrinha,-16.7220021,-49.2650535,Restaurante de Comida Caseira da Izete,-16.719839417697248,-49.260069515355575,Brazilian Restaurant
Serrinha,-16.7220021,-49.2650535,Sucopira Lanches,-16.726324,-49.26173,Snack Place
Serrinha,-16.7220021,-49.2650535,Meg@byte Sanduicheria,-16.726726698786,-49.262129411304166,Burger Joint
Serrinha,-16.7220021,-49.2650535,Frango Assado,-16.727025,-49.262077,Wings Joint
Serrinha,-16.7220021,-49.2650535,Harmonia Do Pastel,-16.727619715919296,-49.26312300371354,Snack Place
Serrinha,-16.7220021,-49.2650535,Cascata Pizzaria,-16.725757520625578,-49.26142190238329,Pizza Place
Serrinha,-16.7220021,-49.2650535,Panificadora Ki Sabor,-16.727633107715747,-49.262519221716346,Bakery
Serrinha,-16.7220021,-49.2650535,Dona Leda Casa de Pães,-16.719118103169723,-49.25938700772705,Bakery
Setor Aeroporto,-16.6737673,-49.27098529999999,Açaí Brazil,-16.671803595420414,-49.27158760048072,Acai House
Setor Aeroporto,-16.6737673,-49.27098529999999,Casa de Carnes Praça do Avião,-16.671555853675734,-49.268827429474186,BBQ Joint
Setor Aeroporto,-16.6737673,-49.27098529999999,Biscoito J. Pereira,-16.67167158777676,-49.26885795606392,Breakfast Spot
Setor Aeroporto,-16.6737673,-49.27098529999999,Pastelaria Praça do Avião,-16.67167128694835,-49.268769001253055,Pastelaria
Setor Aeroporto,-16.6737673,-49.27098529999999,Arca Restaurante,-16.675783786674284,-49.27154891504026,Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,14 BIS,-16.67127844931321,-49.270650512729446,Burger Joint
Setor Aeroporto,-16.6737673,-49.27098529999999,Restaurante Sabor Definido,-16.671749430274634,-49.274239745988496,Brazilian Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Empório Monte Líbano,-16.67121654380925,-49.26871591935651,Middle Eastern Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Biscoito Artesanal,-16.672787835231798,-49.27054992193725,Breakfast Spot
Setor Aeroporto,-16.6737673,-49.27098529999999,Libanu's Restaurante,-16.673751944058168,-49.268817822947476,Brazilian Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,tioBák - Setor Aeroporto,-16.67130427889149,-49.26838159561157,Burger Joint
Setor Aeroporto,-16.6737673,-49.27098529999999,Nossa Skina,-16.672619840874418,-49.26498055458069,BBQ Joint
Setor Aeroporto,-16.6737673,-49.27098529999999,Aerocaldo,-16.674645653616313,-49.26636231324488,Soup Place
Setor Aeroporto,-16.6737673,-49.27098529999999,Buon Gusto,-16.679667877492058,-49.270379160861005,Donut Shop
Setor Aeroporto,-16.6737673,-49.27098529999999,Baixo Oeste Restaurante,-16.679356896187482,-49.26823589641027,Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Serra Gaúcha Churrascaria e Pizzaria,-16.678304435132315,-49.27292792222387,Churrascaria
Setor Aeroporto,-16.6737673,-49.27098529999999,Restaurante Danove St. Aeroporto,-16.671363526015504,-49.26635552886871,Brazilian Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,McDonald's,-16.671941595128327,-49.265082864246935,Burger Joint
Setor Aeroporto,-16.6737673,-49.27098529999999,Stop Restaurante,-16.67789710836153,-49.27116960317869,Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Aruanã Restaurante,-16.67417197614993,-49.2651885395558,Brazilian Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Coração Sanduicheria,-16.67092995717241,-49.26948862589358,Burger Joint
Setor Aeroporto,-16.6737673,-49.27098529999999,Bom La Petit,-16.672266401084006,-49.26822374393518,Brazilian Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,La Casa,-16.669883603785035,-49.26862661952717,Brazilian Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Smilingüido Sanduíche De Excelência,-16.67096570487065,-49.269570779099446,Sandwich Place
Setor Aeroporto,-16.6737673,-49.27098529999999,Restaurante Sabor Tropical,-16.672346973363084,-49.27450797360366,Brazilian Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Colombinha Panificadora e Confeitaria,-16.674264725489696,-49.27186188583491,Bakery
Setor Aeroporto,-16.6737673,-49.27098529999999,Goiania Gourmet Restaurante,-16.679644981574278,-49.27011559765629,Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Cabaça de Mel,-16.674516405788648,-49.264638311564234,Brazilian Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Panificadora Nosso Pão,-16.673641572580387,-49.269626433435015,Bakery
Setor Aeroporto,-16.6737673,-49.27098529999999,Delicata Panificadora,-16.668636746211025,-49.26738080260785,Bakery
Setor Aeroporto,-16.6737673,-49.27098529999999,lanchonete mais sabor,-16.6718750465131,-49.272724976684266,Snack Place
Setor Aeroporto,-16.6737673,-49.27098529999999,panificadora pão francês,-16.67141975485086,-49.2728388240942,Bakery
Setor Aeroporto,-16.6737673,-49.27098529999999,Sabores da Jú Lanchonete & Restaurante,-16.676853405081076,-49.27029463555771,Breakfast Spot
Setor Aeroporto,-16.6737673,-49.27098529999999,Tempero Manero,-16.671781746217043,-49.268166314988775,Brazilian Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Originalle café e doceria,-16.679176,-49.268094,Café
Setor Aeroporto,-16.6737673,-49.27098529999999,Burguer king,-16.67678316596968,-49.2654936515383,Burger Joint
Setor Aeroporto,-16.6737673,-49.27098529999999,Panificadora Eliane,-16.673976838475557,-49.2754858590949,Café
Setor Aeroporto,-16.6737673,-49.27098529999999,Lanchonete Do Barão.,-16.677332,-49.26697,Snack Place
Setor Aeroporto,-16.6737673,-49.27098529999999,Pães & Pães,-16.67958885685777,-49.2705619185737,Bagel Shop
Setor Aeroporto,-16.6737673,-49.27098529999999,Nação Verde,-16.67958379743591,-49.269760073240434,Vegetarian / Vegan Restaurant
Setor Aeroporto,-16.6737673,-49.27098529999999,Lanchonete Praça do Avião,-16.66885581293989,-49.2673645029512,Bakery
Setor Alto da Glória,-16.7136742,-49.2390059,Empório Confrades,-16.71516706152043,-49.240384282450336,Deli / Bodega
Setor Alto da Glória,-16.7136742,-49.2390059,Biscoito Pereira - Alto da Glória,-16.71187644119149,-49.239783550846,Breakfast Spot
Setor Alto da Glória,-16.7136742,-49.2390059,Coco Bambu Restaurante,-16.71148903925172,-49.23646278712333,Seafood Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Rancho's Burguer,-16.71408136007555,-49.238333062307504,Burger Joint
Setor Alto da Glória,-16.7136742,-49.2390059,Hangar 14 Bis Burger & Grill,-16.712719581350047,-49.24072265625,Burger Joint
Setor Alto da Glória,-16.7136742,-49.2390059,Jerivá,-16.71158836516538,-49.23730547951374,Brazilian Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Madero Burger & Grill,-16.710253498213728,-49.23730307877372,Burger Joint
Setor Alto da Glória,-16.7136742,-49.2390059,Usina Croissanteria,-16.71167909259751,-49.24047381257125,Gastropub
Setor Alto da Glória,-16.7136742,-49.2390059,Tacho de Cobre Restaurante,-16.71401721625428,-49.238843532491764,Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Restaurante Espaço Caseiro,-16.714307574420893,-49.239814018881404,Brazilian Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Grão de Trigo - Panificadora & Lanchonete,-16.71669993415934,-49.24143777223053,Café
Setor Alto da Glória,-16.7136742,-49.2390059,Johnny Rockets,-16.710576505704022,-49.23642306796858,Diner
Setor Alto da Glória,-16.7136742,-49.2390059,Kanpai Blue,-16.710956295142836,-49.23616965072325,Japanese Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Poema Gourmet,-16.71189752871246,-49.236860275268555,Café
Setor Alto da Glória,-16.7136742,-49.2390059,tioBák - Alto da Glória,-16.711762329173965,-49.24043744146402,Sandwich Place
Setor Alto da Glória,-16.7136742,-49.2390059,Kanpai Express,-16.711839948848834,-49.23873826599952,Japanese Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Mr. Pretzels,-16.709623,-49.236893,German Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Piquiras Restaurante e Bar,-16.71059138245427,-49.235824318179326,Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,L'Entrecôte de Paris,-16.710840212787097,-49.23613378478362,French Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Xuraco Costelaria,-16.714015900614992,-49.2388130637805,BBQ Joint
Setor Alto da Glória,-16.7136742,-49.2390059,Bistrô Sofia,-16.715135904550777,-49.240339195037755,Gastropub
Setor Alto da Glória,-16.7136742,-49.2390059,Jerivá,-16.7115659507263,-49.23774062900861,Snack Place
Setor Alto da Glória,-16.7136742,-49.2390059,Empório Piquiras,-16.710522373035456,-49.23648447923567,Deli / Bodega
Setor Alto da Glória,-16.7136742,-49.2390059,QG Jeitinho Caseiro,-16.71039045888082,-49.23699229171742,Brazilian Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Spoleto Culinária Italiana,-16.710355556721186,-49.23708974115317,Italian Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Doce Mania Padaria e Confeitaria - Alto da Glória,-16.711317148315842,-49.23973779947482,Bakery
Setor Alto da Glória,-16.7136742,-49.2390059,Outback Steakhouse,-16.708595905188737,-49.23557936786171,Steakhouse
Setor Alto da Glória,-16.7136742,-49.2390059,Kabanas Restaurante e Bar,-16.711686800235405,-49.23642109610431,Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,MR Sacada,-16.714802993754393,-49.24058004700738,Burger Joint
Setor Alto da Glória,-16.7136742,-49.2390059,Casa do Cordeiro,-16.7106849946083,-49.24325466156006,Burger Joint
Setor Alto da Glória,-16.7136742,-49.2390059,Crepe de Paris,-16.7104014660453,-49.23677016333212,French Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Subway Flamboyant,-16.709316135636033,-49.24116326449296,Diner
Setor Alto da Glória,-16.7136742,-49.2390059,Yakimaki Temakeria,-16.710458295769754,-49.24061489439706,Sushi Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Plutus Hamburgueria,-16.71553804378839,-49.2409017491865,Burger Joint
Setor Alto da Glória,-16.7136742,-49.2390059,Oliveiras pizzaria,-16.71493319872568,-49.238949598518055,Pizza Place
Setor Alto da Glória,-16.7136742,-49.2390059,Casa do Pão de Queijo,-16.710554179704427,-49.236448533899996,Café
Setor Alto da Glória,-16.7136742,-49.2390059,Praça de Alimentação,-16.710315310686045,-49.23710563716556,Food Court
Setor Alto da Glória,-16.7136742,-49.2390059,Burger King,-16.710505965771194,-49.23654005063886,Fast Food Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Jeronimo,-16.709692,-49.23803,Burger Joint
Setor Alto da Glória,-16.7136742,-49.2390059,Fon Pin,-16.710363445343976,-49.23705390518313,Chinese Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Toshca Arabian,-16.71050086298982,-49.23660650110092,Middle Eastern Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Divino Fogão,-16.710353757332243,-49.237090698246156,Brazilian Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Pastelaria Marina & Cia,-16.719303984588212,-49.24087378558473,Diner
Setor Alto da Glória,-16.7136742,-49.2390059,McCafé,-16.71035170029126,-49.23705035589042,Café
Setor Alto da Glória,-16.7136742,-49.2390059,Companhia do Grelhado,-16.71054367095848,-49.23648978109608,Brazilian Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,A Cantina,-16.710511996868,-49.236561366943654,Italian Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,La Biritas,-16.71779596387568,-49.24167980997465,Mexican Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Subway,-16.710464956233242,-49.23668600069085,Sandwich Place
Setor Alto da Glória,-16.7136742,-49.2390059,Café Cultura,-16.70979685737163,-49.23659720449263,Café
Setor Alto da Glória,-16.7136742,-49.2390059,Restaurante do Grilo,-16.71948082992962,-49.239563941955566,Food
Setor Alto da Glória,-16.7136742,-49.2390059,Lanchonete Bloco 10,-16.719091742195022,-49.23950258610734,Snack Place
Setor Alto da Glória,-16.7136742,-49.2390059,Lanchonete E Restaurante Tenda Do Sabor,-16.718584885435437,-49.240669929914226,Comfort Food Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Restaurante Fonte da Vida,-16.71869547966863,-49.24045582304772,Brazilian Restaurant
Setor Alto da Glória,-16.7136742,-49.2390059,Lanchonet Do Conjak,-16.718997867878258,-49.240812016255724,Snack Place
Setor Alto da Glória,-16.7136742,-49.2390059,Macrofood,-16.719269405444223,-49.23960987300721,Diner
Setor Alto da Glória,-16.7136742,-49.2390059,Lanche do Seu Sergio,-16.719184,-49.241047,Hot Dog Joint
Setor Alto da Glória,-16.7136742,-49.2390059,Churros da Calais,-16.710803,-49.23341,Donut Shop
Setor Alto da Glória,-16.7136742,-49.2390059,Supermercado Redençao,-16.71795059316405,-49.243797595620414,Steakhouse
Setor Alto da Glória,-16.7136742,-49.2390059,Pastel da Feira da Redenção,-16.71795446982661,-49.24381225565879,Dumpling Restaurant
Setor Alto do Vale,-16.614249800000003,-49.3094011,La bella Pizzaria,-16.60959162136903,-49.311847247652,Pizza Place
Setor Alto do Vale,-16.614249800000003,-49.3094011,Asturias Bar E Restaurante,-16.613433492737087,-49.30786003027201,Spanish Restaurant
Setor Alto do Vale,-16.614249800000003,-49.3094011,Art Pães,-16.615502161512012,-49.30952813311312,Bakery
Setor Alto do Vale,-16.614249800000003,-49.3094011,Pamonharia Recanto do Milho,-16.60972359220465,-49.30855839258676,Goiano Restaurant
Setor Alto do Vale,-16.614249800000003,-49.3094011,X-Bombocado,-16.609973907470703,-49.312217712402344,Burger Joint
Setor Asa Branca,-16.608685350000002,-49.2086846393281,Big mais pizzaria,-16.613811372504088,-49.21058796031332,Pizza Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Dom Ralf Restaurante,-16.71309396981607,-49.25890552168724,Peruvian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Pomodoro Pizza & Pasta,-16.71399994053702,-49.259667439579154,Pizza Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Artesano Pizza e Pesto,-16.714685539854155,-49.258958526754505,Pizza Place
Setor Bela Vista,-16.71272535,-49.26124720469418,A Moda da Casa Pizzaria,-16.71295733641269,-49.25913553657584,Pizza Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Pizzaria e Café Áustria,-16.71076258518777,-49.25667592645602,Pizza Place
Setor Bela Vista,-16.71272535,-49.26124720469418,California Sneads,-16.714474818968334,-49.26466311789131,Pizza Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Pérolas do Sabor,-16.71140481868332,-49.25860808704306,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Burger King,-16.710005,-49.264126,Fast Food Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Açaí e Cia,-16.708663969647784,-49.26597527456634,Acai House
Setor Bela Vista,-16.71272535,-49.26124720469418,Santa Ceia Casa De Pães,-16.714113,-49.26108,Bakery
Setor Bela Vista,-16.71272535,-49.26124720469418,Restaurante Mau Nenhum,-16.71733985819733,-49.26451035063234,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Megapão,-16.71140017057665,-49.26700474122648,Bakery
Setor Bela Vista,-16.71272535,-49.26124720469418,Della Express,-16.71075408003413,-49.26608907373888,Bakery
Setor Bela Vista,-16.71272535,-49.26124720469418,Parque Pães,-16.710925809557242,-49.256421377959505,Bakery
Setor Bela Vista,-16.71272535,-49.26124720469418,Café Chiquita Bacana,-16.708515040970266,-49.262831126197035,Café
Setor Bela Vista,-16.71272535,-49.26124720469418,Goiás Grill,-16.707537172729307,-49.26175505520098,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Obiká Sanduiches Especiais,-16.717625047484685,-49.26275545484632,Burger Joint
Setor Bela Vista,-16.71272535,-49.26124720469418,Studio Burger,-16.710532805381266,-49.26600371304692,Burger Joint
Setor Bela Vista,-16.71272535,-49.26124720469418,La Eskina Taqueria,-16.710574541557627,-49.266901400552406,Mexican Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Megha Pastéis,-16.71451264319842,-49.2647014158772,Pastelaria
Setor Bela Vista,-16.71272535,-49.26124720469418,Taji Japanese Cuisine,-16.708817,-49.265934,Japanese Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Subway,-16.70733145053431,-49.26406254221651,Sandwich Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Integralle Natural Gourmet,-16.708898317766618,-49.26600436367158,Snack Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Encanto dos Pães,-16.71724480593614,-49.26277682356856,Bakery
Setor Bela Vista,-16.71272535,-49.26124720469418,Salim Mustafá,-16.712738930582855,-49.26711178400253,Middle Eastern Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Assoluto Ristorante e Pizzeria,-16.707530341363743,-49.26072348863845,Italian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Copacabana Grill,-16.715755396090728,-49.26585489935471,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Mimi Grill,-16.717222155968503,-49.26186898960612,Fast Food Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Panelinha Express,-16.7172711142046,-49.25729911651966,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Fernando Grill,-16.715606073210846,-49.2621822070451,Burger Joint
Setor Bela Vista,-16.71272535,-49.26124720469418,Malaguetas Grill,-16.71119461439863,-49.254992273586716,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Subway,-16.71410184420983,-49.26756318312357,Sandwich Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Restaurante Casa Gourmet,-16.708522630111464,-49.26591824112038,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Subway,-16.718280090268,-49.258268181524,Sandwich Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Girassol Restaurante,-16.710702137069006,-49.25754133303195,Buffet
Setor Bela Vista,-16.71272535,-49.26124720469418,Mega Pao,-16.711312880861794,-49.26700814562297,Bakery
Setor Bela Vista,-16.71272535,-49.26124720469418,Dom Mendonça Restaurante e Choperia,-16.715597934961856,-49.26130112906804,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Degust Grill,-16.718156886579735,-49.26443227421507,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Alternativa Sanduicheria,-16.71234418183283,-49.26586135440633,Sandwich Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Subway,-16.714201212663156,-49.26388476025365,Sandwich Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Quiznos Sub,-16.714052571577398,-49.265883230526846,Snack Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Chacrinha do Milho,-16.715749167521604,-49.25559422582712,Goiano Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Quiznos,-16.714245662862556,-49.26601827570661,Sandwich Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Bob's,-16.71104225737734,-49.26753176661505,Burger Joint
Setor Bela Vista,-16.71272535,-49.26124720469418,Super Pão,-16.713961072641183,-49.26116769860358,Bakery
Setor Bela Vista,-16.71272535,-49.26124720469418,Sabor Goiano,-16.71387770399814,-49.26078341906362,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Xurras Carnes e Cervejas,-16.718005172343297,-49.26000256042021,BBQ Joint
Setor Bela Vista,-16.71272535,-49.26124720469418,Scooby-doo sanduiches,-16.71334365197407,-49.25472330149398,Sandwich Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Panificadora e Confeitaria Pão de Casa,-16.712384107089356,-49.26037139273956,Bakery
Setor Bela Vista,-16.71272535,-49.26124720469418,Du'Cheff,-16.7142749036785,-49.26403800691487,Pizza Place
Setor Bela Vista,-16.71272535,-49.26124720469418,Dona Leda Casa de Pães,-16.709936885316672,-49.25818542111494,Bakery
Setor Bela Vista,-16.71272535,-49.26124720469418,Panelinha Express,-16.712033926780773,-49.25866407424457,Brazilian Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Gula Gula,-16.707926940157645,-49.2608533937022,Fast Food Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Rota 63,-16.713986397190066,-49.266649854905666,Fast Food Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Bueno Burguer,-16.711722340361888,-49.26526103668873,Burger Joint
Setor Bela Vista,-16.71272535,-49.26124720469418,Sanduícheria e Sorveteria T-25,-16.712165954644192,-49.264860149468674,Burger Joint
Setor Bela Vista,-16.71272535,-49.26124720469418,Girrafas,-16.710665588303456,-49.26424150181917,Fast Food Restaurant
Setor Bela Vista,-16.71272535,-49.26124720469418,Gulla Food's,-16.70809351998204,-49.26093813710723,Tapiocaria
