Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Megaburger's,-16.69458185908263,-49.21365251921264,Fast Food Restaurant
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Panificadora Skina do Pão,-16.69280949869967,-49.212366342544556,Bakery
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Pizza 10,-16.69314776792602,-49.21292586975903,Pizza Place
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Pit Dog XGordo,-16.696231171375757,-49.2137076742395,Burger Joint
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Restaurante e Pizzaria Tan Tan,-16.693422133549955,-49.21147977908212,Brazilian Restaurant
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Restaurante Comida Caseira,-16.695100831402517,-49.213693218784876,Restaurant
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Lanchonete União,-16.694897244264343,-49.2134014755811,Bakery
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Restaurante Ki-Sabor,-16.694588427609634,-49.21433007298594,Brazilian Restaurant
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Picanha Seixas,-16.69455922572033,-49.21427519591799,Restaurant
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Padoca do Portuga,-16.694361,-49.213124,Bakery
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Tan Tan,-16.696435968400266,-49.21902397381712,Brazilian Restaurant
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Restaurante Frango Assado,-16.69311,-49.210362,Restaurant
Alphaville Flamboyant Residencial Araguaia,-16.6986528,-49.2131586,Cascata Burger's,-16.693054,-49.210374,Burger Joint
Bairro Capuava,-16.6556515,-49.3232214,McDonald's,-16.65381737838854,-49.32880117039478,Fast Food Restaurant
Bairro Capuava,-16.6556515,-49.3232214,Néctar,-16.65381346252793,-49.32878190581086,Fast Food Restaurant
Bairro Capuava,-16.6556515,-49.3232214,Subway,-16.653804086909073,-49.32884892289654,Sandwich Place
Bairro Capuava,-16.6556515,-49.3232214,Store Supermercados,-16.65072318827287,-49.321755683038965,Salad Place
Bairro Capuava,-16.6556515,-49.3232214,Mixirica Alimentação Equilibrada,-16.654318,-49.329273,Vegetarian / Vegan Restaurant
Bairro Capuava,-16.6556515,-49.3232214,Ting Express,-16.65378255888433,-49.328786822028775,Chinese Restaurant
Bairro Capuava,-16.6556515,-49.3232214,Restaurante Sabor de Goiás,-16.64955826800551,-49.324030704518634,Brazilian Restaurant
Bairro Capuava,-16.6556515,-49.3232214,QG Jeitinho Caseiro,-16.653759513012318,-49.328788379208326,Fast Food Restaurant
Bairro Capuava,-16.6556515,-49.3232214,Giraffas,-16.653778159772806,-49.32878362177783,Brazilian Restaurant
Bairro Capuava,-16.6556515,-49.3232214,Burger King,-16.65393,-49.32885,Fast Food Restaurant
Bairro Capuava,-16.6556515,-49.3232214,Praça de Alimentação,-16.653785081147003,-49.328797117786515,Burger Joint
Bairro Capuava,-16.6556515,-49.3232214,Espaço Vida Saudavel - Julio,-16.658436,-49.322366,Diner
Bairro Capuava,-16.6556515,-49.3232214,Pizzaria Sabor Itália,-16.657887371011956,-49.32484601821122,Pizza Place
Bairro Capuava,-16.6556515,-49.3232214,Sabor itália pizzaria e sanduicheria,-16.657219715049436,-49.32851897441525,Pizza Place
Bairro Capuava,-16.6556515,-49.3232214,Panificadora Bom Jesus,-16.657036702296352,-49.317860421626754,Bakery
Bairro Capuava,-16.6556515,-49.3232214,Pizzaria Napolitano,-16.65793408054844,-49.32830423755735,Pizza Place
Bairro Capuava,-16.6556515,-49.3232214,América Express Panificadora,-16.654367,-49.328915,Breakfast Spot
Bairro Capuava,-16.6556515,-49.3232214,Tenkai Sushi,-16.653896432114998,-49.32882103686503,Japanese Restaurant
Bairro Capuava,-16.6556515,-49.3232214,Sabor da Roça,-16.653754653223412,-49.32878484010025,Brazilian Restaurant
Bairro Capuava,-16.6556515,-49.3232214,Desire Café,-16.653781932402993,-49.32887897920998,Café
Bairro Capuava,-16.6556515,-49.3232214,Emporio Caraibas Tropicalle,-16.649791,-49.325415,Comfort Food Restaurant
Bairro Feliz,-16.6620997,-49.22855379999999,Padaria Docas,-16.66673356627144,-49.22750079263435,Bakery
Bairro Feliz,-16.6620997,-49.22855379999999,Palácio do Pão,-16.663188043523537,-49.23216743659121,Bakery
Bairro Feliz,-16.6620997,-49.22855379999999,Trupe do Topera,-16.664388667763628,-49.226847924397696,Snack Place
Bairro Feliz,-16.6620997,-49.22855379999999,Espetinho Do Cosmim,-16.664145,-49.226803,Churrascaria
Bairro Feliz,-16.6620997,-49.22855379999999,Churrascaria Chimarrão,-16.660396747763,-49.23118568024842,BBQ Joint
Bairro Feliz,-16.6620997,-49.22855379999999,Pit Dog do Baiano,-16.660103454652802,-49.23216011278594,Sandwich Place
Bairro Feliz,-16.6620997,-49.22855379999999,Pastelaria Morde & Assopra,-16.665919263643623,-49.22550264350706,Brazilian Restaurant
Bairro Feliz,-16.6620997,-49.22855379999999,Gigapizza,-16.66571624745819,-49.23250636182175,Pizza Place
Bairro Feliz,-16.6620997,-49.22855379999999,Cafeteiria da May,-16.6667193144682,-49.231631930694874,Breakfast Spot
Bairro Feliz,-16.6620997,-49.22855379999999,Mania Do Pastel,-16.666732947214545,-49.231634543733605,Diner
Bairro Feliz,-16.6620997,-49.22855379999999,Otto's Pizzaria,-16.66680617028306,-49.23165063584843,Pizza Place
Bairro Santo Hilário,-16.650797400000002,-49.1954757,Pamonharia Gomes,-16.650296754596223,-49.19523719629824,Goiano Restaurant
Bairro Santo Hilário,-16.650797400000002,-49.1954757,Empório Do Açai,-16.651653084028343,-49.196230793124926,Snack Place
Bairro Santo Hilário,-16.650797400000002,-49.1954757,Picanha Na Brasa,-16.65672516101796,-49.194970262765985,Restaurant
Bairro Santo Hilário,-16.650797400000002,-49.1954757,Lanches Tropical,-16.650251710585195,-49.18920183561007,Snack Place
Chácara Mansões Rosa de Ouro,-16.639185,-49.3372251,Banca de Pastel do Seu Elias,-16.64031410217285,-49.33537673950195,Food Truck
Chácara Maria Dilce,-16.6314982,-49.3089609,Pamonharia e pizzaria fortaleza,-16.63107472725914,-49.305819473825856,Pizza Place
Chácara Maria Dilce,-16.6314982,-49.3089609,Tropical Café,-16.628089904785156,-49.30891418457031,Café
Chácara Maria Dilce,-16.6314982,-49.3089609,Lanche da Luara,-16.628375229768043,-49.31281809002186,Diner
Chácara Rio Branco,-16.625123499999994,-49.2869162,D'Esfihas Mansões,-16.628343804442682,-49.28468930435254,Snack Place
Chácara Rio Branco,-16.625123499999994,-49.2869162,Sanduicheria do Marcão,-16.62127538462491,-49.28620219230652,Burger Joint
Chácara Rio Branco,-16.625123499999994,-49.2869162,Subway,-16.62167815390772,-49.28404953079672,Sandwich Place
Chácara Rio Branco,-16.625123499999994,-49.2869162,Panificadora Predileta,-16.62527605452985,-49.28414730810812,Bakery
Chácara Rio Branco,-16.625123499999994,-49.2869162,Frango Assado Paulistão,-16.623340879642356,-49.28561591018546,Restaurant
Chácara Rio Branco,-16.625123499999994,-49.2869162,Pastelaria Apetitosa,-16.622524596688567,-49.284675230122865,Snack Place
Chácara Rio Branco,-16.625123499999994,-49.2869162,São Jorge Casa De Carnes,-16.6219145284079,-49.28555649835973,Steakhouse
Chácara Rio Branco,-16.625123499999994,-49.2869162,Carro de Boi Restaurante Goiano,-16.622024258026986,-49.28519689508062,Goiano Restaurant
Chácara Rio Branco,-16.625123499999994,-49.2869162,Tchello's Sanduicheria,-16.623010577150623,-49.28348691206831,Sandwich Place
Chácara Rio Branco,-16.625123499999994,-49.2869162,VITTALY-crepe e açai lanchonete,-16.62151395183984,-49.28427915889152,Creperie
Chácara Rio Branco,-16.625123499999994,-49.2869162,Paulinho's pizzaria,-16.62190323634007,-49.28271316937376,Pizza Place
Chácara Rio Branco,-16.625123499999994,-49.2869162,LIMAS BAR 3,-16.623331920263805,-49.29231993705539,Fish & Chips Shop
Chácara Rio Branco,-16.625123499999994,-49.2869162,Pao De Queijo Baruch,-16.619547,-49.288902,Breakfast Spot
Chácara do Governador,-16.7287318,-49.2205518,Espetinho Do Reis,-16.7276142954496,-49.22413317288061,Brazilian Restaurant
Chácara do Governador,-16.7287318,-49.2205518,Costelão do Gaúcho,-16.730934183625315,-49.21462925549569,BBQ Joint
Chácara do Governador,-16.7287318,-49.2205518,Villa do Pão,-16.72625697547811,-49.22636764665605,Bakery
Chácara do Governador,-16.7287318,-49.2205518,Gyga Restaurante,-16.72776306174062,-49.221091134206596,Restaurant
Chácara do Governador,-16.7287318,-49.2205518,Pizzaria Pedra Lisa,-16.73089705064007,-49.21464624425004,Pizza Place
Chácara do Governador,-16.7287318,-49.2205518,Jantinha da Hora,-16.728824301621078,-49.21828713316758,Food Truck
Chácara do Governador,-16.7287318,-49.2205518,Restaurante da Verinha,-16.73049725451534,-49.22298032660164,Restaurant
Chácara do Governador,-16.7287318,-49.2205518,Lava Jato-bar E Estacionamento Peixinho,-16.731124740095,-49.22319793389823,Food Truck
Chácara do Governador,-16.7287318,-49.2205518,Restaurante da UEG Laranjeiras,-16.72936283473612,-49.22527548297385,Snack Place
Chácara do Governador,-16.7287318,-49.2205518,Panificadora Claybom,-16.730956314870394,-49.21463234573539,Bakery
Chácara do Governador,-16.7287318,-49.2205518,Pit Dog Giga Byte,-16.73096795880666,-49.214623806357416,Sandwich Place
Chácara do Governador,-16.7287318,-49.2205518,Xis Gaúcho,-16.726682500671156,-49.22655611447479,Burger Joint
Chácaras Alto da Glória,-16.7191613,-49.2320965,Grilo Lanches,-16.722252077044665,-49.23664226040144,Snack Place
Chácaras Alto da Glória,-16.7191613,-49.2320965,Empada & Cia,-16.72242023560106,-49.23511386398409,Empada House
Chácaras Alto da Glória,-16.7191613,-49.2320965,lanchonete unip,-16.722331167919005,-49.23552376299213,Café
Chácaras Alto da Glória,-16.7191613,-49.2320965,MixFood,-16.722398074538734,-49.23568205725503,Snack Place
Chácaras Alto da Glória,-16.7191613,-49.2320965,Habibis,-16.72055300401807,-49.22736230481375,Middle Eastern Restaurant
Chácaras Alto da Glória,-16.7191613,-49.2320965,Lanchonete Mix Food,-16.722352,-49.236243,Snack Place
Chácaras Alto da Glória,-16.7191613,-49.2320965,UNIP Gourmet,-16.723441203976638,-49.236028327472276,Food Court
Chácaras Alto da Glória,-16.7191613,-49.2320965,Restaurante Pimenta Rosa,-16.717481956946738,-49.23830386927435,Brazilian Restaurant
Chácaras Botafogo,-16.673170000000002,-49.2053663,Refeitorio Ana Da Silva Leite,-16.66927757109195,-49.207695473911045,Brazilian Restaurant
Chácaras Botafogo,-16.673170000000002,-49.2053663,Nutrivida - PUC,-16.668397769914886,-49.206068823272524,Bakery
Chácaras Califórnia,-16.6100807,-49.2713182,Pamonha da Vovó,-16.610417363477836,-49.276308802900274,Brazilian Restaurant
Chácaras Califórnia,-16.6100807,-49.2713182,Cantina-UFG,-16.60469172047749,-49.26842863863041,Snack Place
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Pizza A,-16.668144556403846,-49.238091663552595,Pizza Place
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Padaria Docas,-16.66673356627144,-49.22750079263435,Bakery
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Suprema Pizza,-16.6650822180846,-49.23967418456218,Pizza Place
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Pamonharia Caipira,-16.66612475961464,-49.23868415535143,Goiano Restaurant
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Clandestino Restaurante,-16.66944198558796,-49.23879653742182,Brazilian Restaurant
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Palácio do Pão,-16.663188043523537,-49.23216743659121,Bakery
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,"Cerrado Empório, Padaria e Restaurante",-16.665748581326103,-49.23884033605636,Bakery
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Gigapizza,-16.66571624745819,-49.23250636182175,Pizza Place
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Mania Do Pastel,-16.666732947214545,-49.231634543733605,Diner
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Cafeteiria da May,-16.6667193144682,-49.231631930694874,Breakfast Spot
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Otto's Pizzaria,-16.66680617028306,-49.23165063584843,Pizza Place
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Rato De Praça,-16.671301548488298,-49.234893201079274,Snack Place
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Restaurante E Churrascaria Chimarrão,-16.66927490021936,-49.23243239027522,BBQ Joint
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Du Primus Grill,-16.669516604737733,-49.23599604067562,Brazilian Restaurant
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Artezanale Pizzas,-16.66512190683107,-49.23906570118593,Pizza Place
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Restaurante KB,-16.66512680053711,-49.23908615112305,Goiano Restaurant
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Empada do Alberto Original,-16.664553537882927,-49.239152333724434,Snack Place
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Churrascaria Chimarrao,-16.670575885980835,-49.23287239878116,BBQ Joint
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Panificadora Harmonia do Sabor,-16.66271912731523,-49.23853852822014,Bakery
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Pit Dog do Baiano,-16.660103454652802,-49.23216011278594,Sandwich Place
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Churrascaria Chimarrão,-16.660396747763,-49.23118568024842,BBQ Joint
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Satie's fast food nation,-16.666031967213073,-49.2398959068429,Food Court
Chácaras Elísios Campos,-16.66542905,-49.23380539475826,Crepe da Lulu,-16.663877482334417,-49.240035320012474,Restaurant
Chácaras Retiro,-16.6569483,-49.2228071,Recanto Jaó Pesca Bar e Restaurante,-16.653800642450094,-49.22527522751339,Brazilian Restaurant
Chácaras Retiro,-16.6569483,-49.2228071,Restaurante Clube Jaó,-16.65214940394549,-49.22309098161723,Brazilian Restaurant
Chácaras Retiro,-16.6569483,-49.2228071,Word Burguer,-16.65596159857591,-49.21840581827208,Burger Joint
Chácaras Retiro,-16.6569483,-49.2228071,Bar do Cururu,-16.662183994947032,-49.221387861889845,Diner
Chácaras Santa Bárbara,-16.6663342,-49.201743,Jantinha,-16.668723387129482,-49.19954785025377,BBQ Joint
Chácaras São Francisco de Assis,-16.691562,-49.215991,Panificadora Skina do Pão,-16.69280949869967,-49.212366342544556,Bakery
Chácaras São Francisco de Assis,-16.691562,-49.215991,Megaburger's,-16.69458185908263,-49.21365251921264,Fast Food Restaurant
Chácaras São Francisco de Assis,-16.691562,-49.215991,Pizza 10,-16.69314776792602,-49.21292586975903,Pizza Place
Chácaras São Francisco de Assis,-16.691562,-49.215991,Dogão do Delei,-16.69187734794419,-49.2117944420925,Burger Joint
Chácaras São Francisco de Assis,-16.691562,-49.215991,Pit Dog XGordo,-16.696231171375757,-49.2137076742395,Burger Joint
Chácaras São Francisco de Assis,-16.691562,-49.215991,Restaurante e Pizzaria Tan Tan,-16.693422133549955,-49.21147977908212,Brazilian Restaurant
Chácaras São Francisco de Assis,-16.691562,-49.215991,Açaí Paraíso,-16.690215355819852,-49.2127883251974,Food Truck
Chácaras São Francisco de Assis,-16.691562,-49.215991,Restaurante Ki-Sabor,-16.694588427609634,-49.21433007298594,Brazilian Restaurant
Chácaras São Francisco de Assis,-16.691562,-49.215991,Picanha Seixas,-16.69455922572033,-49.21427519591799,Restaurant
Chácaras São Francisco de Assis,-16.691562,-49.215991,Pit Point,-16.690091291661915,-49.21269932003994,Food Truck
Chácaras São Francisco de Assis,-16.691562,-49.215991,Padoca do Portuga,-16.694361,-49.213124,Bakery
Chácaras São Francisco de Assis,-16.691562,-49.215991,Lanchonete União,-16.694897244264343,-49.2134014755811,Bakery
Chácaras São Francisco de Assis,-16.691562,-49.215991,Restaurante Comida Caseira,-16.695100831402517,-49.213693218784876,Restaurant
Chácaras São Francisco de Assis,-16.691562,-49.215991,Quiosque do Domas,-16.69007807072659,-49.210657183993106,Brazilian Restaurant
Chácaras São Francisco de Assis,-16.691562,-49.215991,Cascata Burger's,-16.693054,-49.210374,Burger Joint
Chácaras São Francisco de Assis,-16.691562,-49.215991,Restaurante Frango Assado,-16.69311,-49.210362,Restaurant
Chácaras São Francisco de Assis,-16.691562,-49.215991,Tan Tan,-16.696435968400266,-49.21902397381712,Brazilian Restaurant
Conjunto Caiçara,-16.6505474,-49.2106279,Panificadora Degá,-16.648648227280702,-49.210123174907466,Bakery
Conjunto Caiçara,-16.6505474,-49.2106279,Pizzaria Globo,-16.65289781067921,-49.21301578344791,Pizza Place
Conjunto Caiçara,-16.6505474,-49.2106279,panificadora favorita,-16.653648140078328,-49.21339995080147,Bakery
Conjunto Caiçara,-16.6505474,-49.2106279,Restaurante Sabor Definido,-16.645346180043,-49.20938508524951,Restaurant
Conjunto Fabiana,-16.7293894,-49.2157024,Costelão do Gaúcho,-16.730934183625315,-49.21462925549569,BBQ Joint
Conjunto Fabiana,-16.7293894,-49.2157024,Pizzaria Pedra Lisa,-16.73089705064007,-49.21464624425004,Pizza Place
Conjunto Fabiana,-16.7293894,-49.2157024,Panificadora Claybom,-16.730956314870394,-49.21463234573539,Bakery
Conjunto Fabiana,-16.7293894,-49.2157024,Pit Dog Giga Byte,-16.73096795880666,-49.214623806357416,Sandwich Place
Conjunto Fabiana,-16.7293894,-49.2157024,Churra's da D. Fátima,-16.730388,-49.213324,BBQ Joint
Conjunto Fabiana,-16.7293894,-49.2157024,Jantinha da Hora,-16.728824301621078,-49.21828713316758,Food Truck
Conjunto Fabiana,-16.7293894,-49.2157024,Espetinho do Campus V,-16.72943718031309,-49.21124064403429,Food Truck
Conjunto Fabiana,-16.7293894,-49.2157024,Cantina Do Zé,-16.73395407864311,-49.21381858453305,Snack Place
Conjunto Fabiana,-16.7293894,-49.2157024,Gyga Restaurante,-16.72776306174062,-49.221091134206596,Restaurant
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Restaurante Mossoró,-16.691251538916337,-49.20503399648251,Brazilian Restaurant
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Pit Ticos,-16.692020102004385,-49.20450944311938,Burger Joint
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Megaburguers,-16.686963576553943,-49.20748746984714,Burger Joint
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Califórnia Steakhouse,-16.687032368611938,-49.207927609507436,Steakhouse
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Yakisoba Da Katchan,-16.688598835853348,-49.210131716290036,Noodle House
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Tapiocaria Tavares,-16.68862967704412,-49.209693347743,Bistro
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Pamonharia Delícia Pura,-16.68755725979126,-49.20813028289205,Goiano Restaurant
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Pit Point Sanduicheria,-16.68556022644043,-49.20719909667969,Sandwich Place
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Pastelaria Do Papai,-16.687679503683775,-49.208595342974924,Dumpling Restaurant
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Espetinho Do Zé,-16.68758721120033,-49.208595342974924,Wings Joint
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Pit-dog do Delei,-16.687572001421454,-49.208590398600926,Sandwich Place
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Pastelaria Do Helio,-16.687856340092278,-49.208872228597606,Fast Food Restaurant
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Samuka's Grill,-16.684397828600687,-49.20593976974487,Food Court
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Fornalha Pizzaria,-16.68837630710677,-49.20952983729603,Pizza Place
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Recanto do Espetinho,-16.692643,-49.207362,Brazilian Restaurant
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Açaí Natura,-16.683988505143557,-49.20752736806501,Snack Place
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Bar Do Lobó,-16.683903347386803,-49.20756892362833,Gastropub
Conjunto Habitacional Aruanã I,-16.6884311,-49.2048309,Quiosque do Domas,-16.69007807072659,-49.210657183993106,Brazilian Restaurant
Conjunto Habitacional Aruanã II,-16.6933707,-49.201786,Restaurante Mossoró,-16.691251538916337,-49.20503399648251,Brazilian Restaurant
Conjunto Habitacional Aruanã II,-16.6933707,-49.201786,Pit Ticos,-16.692020102004385,-49.20450944311938,Burger Joint
Conjunto Habitacional Aruanã II,-16.6933707,-49.201786,Boy Burgers,-16.6922817318666,-49.202355881360596,Burger Joint
Conjunto Habitacional Aruanã II,-16.6933707,-49.201786,Recanto do Espetinho,-16.692643,-49.207362,Brazilian Restaurant
Conjunto Palmares,-16.647796300000003,-49.210677200000006,Panificadora Degá,-16.648648227280702,-49.210123174907466,Bakery
Conjunto Palmares,-16.647796300000003,-49.210677200000006,Restaurante Sabor Definido,-16.645346180043,-49.20938508524951,Restaurant
Conjunto Palmares,-16.647796300000003,-49.210677200000006,Sorveteria Caiçara,-16.652589166662306,-49.21327291124928,Snack Place
Conjunto Palmares,-16.647796300000003,-49.210677200000006,Pizzaria Globo,-16.65289781067921,-49.21301578344791,Pizza Place
Conjunto Residencial Aruanã III,-16.68185295,-49.20189120586904,Samuka's Grill,-16.684397828600687,-49.20593976974487,Food Court
Conjunto Residencial Aruanã III,-16.68185295,-49.20189120586904,Bar Do Lobó,-16.683903347386803,-49.20756892362833,Gastropub
Conjunto Residencial Aruanã III,-16.68185295,-49.20189120586904,Açaí Natura,-16.683988505143557,-49.20752736806501,Snack Place
Conjunto Residencial Aruanã III,-16.68185295,-49.20189120586904,Pit Point Sanduicheria,-16.68556022644043,-49.20719909667969,Sandwich Place
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Jagannatha,-16.60008600832091,-49.25802826881409,Vegetarian / Vegan Restaurant
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Restaurante Fogão Caipira,-16.60003005454862,-49.25961162090087,Brazilian Restaurant
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Chiquinho Espetinhos,-16.59775544605769,-49.25524598181856,BBQ Joint
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Dika's Pizzaria,-16.595844800701453,-49.256833093201664,Pizza Place
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Subway,-16.600532,-49.25936,Sandwich Place
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Terra's Panificadora,-16.593055324968592,-49.25868386895195,Bakery
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Pitty Willy Sanduicheria,-16.59764129939721,-49.25880263733887,Burger Joint
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Pamonharia Carvalho,-16.596533773343346,-49.256818247647075,Restaurant
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Espetinho do Ferreira,-16.59757626701371,-49.25549206019578,Brazilian Restaurant
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Panificadora Barbosa,-16.593972,-49.266411,Bakery
Conjunto Residencial Campus,-16.594929999999998,-49.260465,Bar do Gurupi- pamonharia,-16.60104116206157,-49.25921832861978,BBQ Joint
Conjunto Riviera,-16.6902671,-49.2102403,Panificadora Skina do Pão,-16.69280949869967,-49.212366342544556,Bakery
Conjunto Riviera,-16.6902671,-49.2102403,Yakisoba Da Katchan,-16.688598835853348,-49.210131716290036,Noodle House
Conjunto Riviera,-16.6902671,-49.2102403,Restaurante Mossoró,-16.691251538916337,-49.20503399648251,Brazilian Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Tapiocaria Tavares,-16.68862967704412,-49.209693347743,Bistro
Conjunto Riviera,-16.6902671,-49.2102403,Pizza 10,-16.69314776792602,-49.21292586975903,Pizza Place
Conjunto Riviera,-16.6902671,-49.2102403,Dogão do Delei,-16.69187734794419,-49.2117944420925,Burger Joint
Conjunto Riviera,-16.6902671,-49.2102403,Megaburger's,-16.69458185908263,-49.21365251921264,Fast Food Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Califórnia Steakhouse,-16.687032368611938,-49.207927609507436,Steakhouse
Conjunto Riviera,-16.6902671,-49.2102403,Pit Ticos,-16.692020102004385,-49.20450944311938,Burger Joint
Conjunto Riviera,-16.6902671,-49.2102403,Megaburguers,-16.686963576553943,-49.20748746984714,Burger Joint
Conjunto Riviera,-16.6902671,-49.2102403,Pamonharia Delícia Pura,-16.68755725979126,-49.20813028289205,Goiano Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Restaurante e Pizzaria Tan Tan,-16.693422133549955,-49.21147977908212,Brazilian Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Quiosque do Domas,-16.69007807072659,-49.210657183993106,Brazilian Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Fornalha Pizzaria,-16.68837630710677,-49.20952983729603,Pizza Place
Conjunto Riviera,-16.6902671,-49.2102403,Pit Point,-16.690091291661915,-49.21269932003994,Food Truck
Conjunto Riviera,-16.6902671,-49.2102403,Açaí Paraíso,-16.690215355819852,-49.2127883251974,Food Truck
Conjunto Riviera,-16.6902671,-49.2102403,Pastelaria Do Helio,-16.687856340092278,-49.208872228597606,Fast Food Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Cascata Burger's,-16.693054,-49.210374,Burger Joint
Conjunto Riviera,-16.6902671,-49.2102403,Restaurante Frango Assado,-16.69311,-49.210362,Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Pastelaria Do Papai,-16.687679503683775,-49.208595342974924,Dumpling Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Espetinho Do Zé,-16.68758721120033,-49.208595342974924,Wings Joint
Conjunto Riviera,-16.6902671,-49.2102403,Pit-dog do Delei,-16.687572001421454,-49.208590398600926,Sandwich Place
Conjunto Riviera,-16.6902671,-49.2102403,Recanto do Espetinho,-16.692643,-49.207362,Brazilian Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Padoca do Portuga,-16.694361,-49.213124,Bakery
Conjunto Riviera,-16.6902671,-49.2102403,Lanchonete União,-16.694897244264343,-49.2134014755811,Bakery
Conjunto Riviera,-16.6902671,-49.2102403,Pit Point Sanduicheria,-16.68556022644043,-49.20719909667969,Sandwich Place
Conjunto Riviera,-16.6902671,-49.2102403,Picanha Seixas,-16.69455922572033,-49.21427519591799,Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Restaurante Ki-Sabor,-16.694588427609634,-49.21433007298594,Brazilian Restaurant
Conjunto Riviera,-16.6902671,-49.2102403,Restaurante Comida Caseira,-16.695100831402517,-49.213693218784876,Restaurant
Faiçalville,-16.7389535,-49.3194044,Macambiras,-16.7435105905431,-49.31913988138455,Fast Food Restaurant
Faiçalville,-16.7389535,-49.3194044,Macambiras Bar e Petiscos,-16.737078,-49.324394,Fish & Chips Shop
Faiçalville,-16.7389535,-49.3194044,Café com leite Cestas,-16.733877,-49.318348,Breakfast Spot
Faiçalville,-16.7389535,-49.3194044,Pizzaria Caprichosa,-16.73565673828125,-49.32420349121094,Pizza Place
